订单号,订单日期,产品类别,产品名称,销售区域,城市,销售渠道,客户类型,数量,单价,折扣率,销售额
ORD20240811,2024-01-04,服装鞋帽,连帽卫衣,东北,大连,线上商城,企业采购,7,797.91,0.2,4468.3
ORD20265158,2024-01-04,电子产品,便携充电宝,东北,大连,APP,企业采购,3,1828.66,0.15,4663.08
ORD20249950,2024-01-04,电子产品,便携充电宝,华东,上海,APP,会员用户,1,8778.21,0.0,8778.21
ORD20249964,2024-01-04,服装鞋帽,连帽卫衣,东北,沈阳,APP,个人用户,2,76.21,0.3,106.69
ORD20246678,2024-01-04,运动户外,户外帐篷,华东,宁波,APP,个人用户,3,683.65,0.0,2050.95
ORD20263854,2024-01-04,美妆个护,氨基酸洁面,华北,天津,线上商城,个人用户,2,693.05,0.2,1108.88
ORD20266490,2024-01-04,服装鞋帽,防风外套,华南,东莞,APP,企业采购,5,379.78,0.0,1898.9
ORD20240758,2024-01-04,服装鞋帽,跑步鞋,华东,宁波,APP,会员用户,6,829.68,0.0,4978.08
ORD20244990,2024-01-04,服装鞋帽,修身牛仔裤,华东,上海,线上商城,会员用户,4,278.18,0.0,1112.72
ORD20260137,2024-01-04,母婴玩具,遥控玩具车,华北,太原,线上商城,个人用户,7,283.97,0.2,1590.23
ORD20254253,2024-01-04,食品饮料,有机牛奶,华中,郑州,线上商城,会员用户,11,288.63,0.3,2222.45
ORD20258735,2024-01-04,家居用品,实木置物架,华北,太原,线上商城,个人用户,7,602.6,0.2,3374.56
ORD20258374,2024-01-04,家居用品,陶瓷餐具套装,华中,武汉,线上商城,企业采购,5,914.04,0.0,4570.2
ORD20246897,2024-01-04,服装鞋帽,修身牛仔裤,华东,杭州,线下门店,企业采购,7,183.81,0.05,1222.34
ORD20254240,2024-01-04,服装鞋帽,跑步鞋,华东,苏州,小程序,会员用户,3,506.33,0.0,1518.99
ORD20261830,2024-01-04,家居用品,加湿器,华东,上海,小程序,会员用户,4,801.91,0.05,3047.26
ORD20252505,2024-01-04,食品饮料,挂耳咖啡,西北,西安,小程序,会员用户,11,123.87,0.3,953.8
ORD20255920,2024-01-04,食品饮料,手工巧克力,华东,南京,线下门店,个人用户,13,21.8,0.1,255.06
ORD20250411,2024-01-04,服装鞋帽,修身牛仔裤,西南,昆明,小程序,企业采购,4,701.59,0.0,2806.36
ORD20243143,2024-01-04,食品饮料,手工巧克力,东北,哈尔滨,APP,个人用户,14,275.05,0.1,3465.63
ORD20243861,2024-01-04,美妆个护,氨基酸洁面,华北,天津,APP,个人用户,2,197.88,0.0,395.76
ORD20246760,2024-01-04,电子产品,便携充电宝,华中,武汉,小程序,个人用户,2,2994.01,0.0,5988.02
ORD20244643,2024-01-04,办公用品,A4打印纸,西南,贵阳,线上商城,会员用户,2,388.76,0.2,622.02
ORD20256191,2024-01-04,办公用品,文件收纳盒,华东,宁波,线上商城,个人用户,5,256.14,0.2,1024.56
ORD20265601,2024-01-04,服装鞋帽,纯棉T恤,华北,太原,小程序,个人用户,5,606.12,0.15,2576.01
ORD20258783,2024-01-04,母婴玩具,遥控玩具车,西南,贵阳,线上商城,会员用户,3,288.08,0.0,864.24
ORD20249862,2024-01-04,服装鞋帽,纯棉T恤,华东,杭州,APP,企业采购,10,78.58,0.15,667.93
ORD20254551,2024-01-04,电子产品,便携充电宝,华中,郑州,线下门店,会员用户,5,3551.19,0.2,14204.76
ORD20256213,2024-01-04,服装鞋帽,防风外套,华东,上海,APP,会员用户,4,94.4,0.0,377.6
ORD20263847,2024-01-04,美妆个护,香氛沐浴露,东北,大连,线上商城,企业采购,4,63.26,0.0,253.04
ORD20249179,2024-01-04,家居用品,北欧落地灯,华东,南京,APP,个人用户,3,1297.71,0.0,3893.13
ORD20240619,2024-01-04,食品饮料,有机牛奶,华南,深圳,APP,会员用户,4,66.18,0.1,238.25
ORD20243281,2024-01-04,家居用品,北欧落地灯,华中,长沙,小程序,企业采购,3,575.77,0.0,1727.31
ORD20256114,2024-01-04,家居用品,实木置物架,华北,石家庄,线上商城,个人用户,9,688.08,0.2,4954.18
ORD20246096,2024-01-04,美妆个护,氨基酸洁面,华南,东莞,线上商城,会员用户,5,769.56,0.2,3078.24
ORD20251166,2024-01-04,电子产品,智能手表,华东,南京,线上商城,个人用户,4,265.76,0.05,1009.89
ORD20248105,2024-01-04,家居用品,实木置物架,华南,深圳,APP,个人用户,2,1059.44,0.15,1801.05
ORD20247388,2024-01-04,美妆个护,保湿面霜,西南,昆明,线上商城,会员用户,3,674.26,0.0,2022.78
ORD20242298,2024-01-04,母婴玩具,遥控玩具车,华南,广州,小程序,个人用户,3,590.61,0.15,1506.06
ORD20242295,2024-01-04,母婴玩具,保温奶瓶,华北,石家庄,APP,个人用户,1,185.58,0.0,185.58
ORD20265450,2024-01-04,家居用品,记忆棉枕头,西北,乌鲁木齐,APP,会员用户,4,798.6,0.0,3194.4
ORD20257587,2024-01-04,服装鞋帽,连帽卫衣,华东,南京,线上商城,个人用户,7,708.83,0.3,3473.27
ORD20260339,2024-01-04,办公用品,碎纸机,华中,长沙,线下门店,个人用户,6,454.32,0.0,2725.92
ORD20248394,2024-01-04,电子产品,便携充电宝,西南,贵阳,APP,企业采购,1,300.69,0.1,270.62
ORD20248076,2024-01-04,电子产品,便携充电宝,华东,苏州,线上商城,个人用户,2,1474.98,0.2,2359.97
ORD20248886,2024-01-04,运动户外,运动水壶,东北,沈阳,APP,会员用户,2,1226.56,0.05,2330.46
ORD20262554,2024-01-04,电子产品,智能手机,东北,大连,线上商城,个人用户,3,6119.91,0.1,16523.76
ORD20253783,2024-01-04,家居用品,实木置物架,华北,石家庄,线上商城,会员用户,3,912.95,0.1,2464.97
ORD20259522,2024-01-04,母婴玩具,儿童积木,华北,石家庄,线上商城,个人用户,3,306.22,0.0,918.66
ORD20245464,2024-01-04,运动户外,户外帐篷,西南,贵阳,线上商城,个人用户,2,853.49,0.2,1365.58
ORD20267176,2024-01-04,办公用品,文件收纳盒,华北,天津,小程序,个人用户,4,384.37,0.1,1383.73
ORD20246180,2024-01-04,食品饮料,挂耳咖啡,华东,南京,线上商城,个人用户,11,131.1,0.2,1153.68
ORD20251762,2024-01-04,美妆个护,氨基酸洁面,华东,宁波,线下门店,个人用户,3,199.45,0.15,508.6
ORD20251877,2024-01-04,电子产品,机械键盘,西南,贵阳,线上商城,个人用户,5,6686.34,0.15,28416.94
ORD20245480,2024-01-04,服装鞋帽,连帽卫衣,西南,重庆,APP,个人用户,4,408.29,0.3,1143.21
ORD20265811,2024-01-04,服装鞋帽,纯棉T恤,华东,南京,线上商城,个人用户,3,598.21,0.15,1525.44
ORD20248215,2024-01-04,电子产品,智能手机,华中,郑州,小程序,企业采购,4,1061.54,0.05,4033.85
ORD20259804,2024-01-04,家居用品,加湿器,华中,长沙,小程序,个人用户,4,989.7,0.3,2771.16
ORD20266953,2024-01-04,办公用品,文件收纳盒,华东,南京,APP,会员用户,5,442.67,0.15,1881.35
ORD20253056,2024-01-04,电子产品,高清显示器,东北,哈尔滨,线下门店,企业采购,5,8783.51,0.15,37329.92
ORD20269537,2024-01-04,办公用品,文件收纳盒,华北,北京,线上商城,个人用户,6,168.64,0.05,961.25
ORD20255070,2024-01-04,运动户外,瑜伽垫,华东,宁波,线下门店,企业采购,3,1245.07,0.0,3735.21
ORD20251768,2024-01-04,服装鞋帽,纯棉T恤,华南,东莞,APP,企业采购,2,145.47,0.2,232.75
ORD20254867,2024-01-04,电子产品,高清显示器,华北,天津,APP,会员用户,3,4318.32,0.1,11659.46
ORD20247757,2024-01-04,服装鞋帽,跑步鞋,华北,石家庄,APP,个人用户,2,850.0,0.15,1445.0
ORD20247722,2024-01-04,电子产品,智能手表,西北,乌鲁木齐,小程序,企业采购,2,3685.26,0.3,5159.36
ORD20243698,2024-01-04,电子产品,便携充电宝,华南,广州,线下门店,个人用户,3,3898.34,0.15,9940.77
ORD20257283,2024-01-04,母婴玩具,保温奶瓶,西南,成都,小程序,个人用户,4,187.59,0.2,600.29
ORD20267853,2024-01-04,服装鞋帽,修身牛仔裤,华北,天津,APP,个人用户,1,271.14,0.0,271.14
ORD20241385,2024-01-04,家居用品,加湿器,华南,佛山,APP,个人用户,2,176.14,0.15,299.44
ORD20266833,2024-01-04,母婴玩具,儿童积木,华南,深圳,线上商城,企业采购,3,300.62,0.0,901.86
ORD20242718,2024-01-04,食品饮料,有机牛奶,华中,武汉,小程序,个人用户,15,60.31,0.1,814.18
ORD20247263,2024-01-04,办公用品,文件收纳盒,东北,哈尔滨,线下门店,个人用户,9,307.76,0.3,1938.89
ORD20241138,2024-01-04,电子产品,高清显示器,华东,杭州,线上商城,个人用户,5,5765.0,0.15,24501.25
ORD20244758,2024-01-04,家居用品,陶瓷餐具套装,华南,深圳,APP,个人用户,5,574.51,0.0,2872.55
ORD20259327,2024-01-04,办公用品,文件收纳盒,华中,长沙,线上商城,个人用户,13,203.92,0.2,2120.77
ORD20246015,2024-01-04,电子产品,高清显示器,华南,广州,APP,个人用户,1,5399.91,0.0,5399.91
ORD20250692,2024-01-05,电子产品,无线蓝牙耳机,华北,石家庄,线上商城,企业采购,1,1281.44,0.0,1281.44
ORD20243207,2024-01-05,家居用品,北欧落地灯,华南,东莞,APP,企业采购,4,1545.63,0.0,6182.52
ORD20267401,2024-01-05,美妆个护,防晒喷雾,华北,北京,线上商城,个人用户,2,196.74,0.2,314.78
ORD20248322,2024-01-05,食品饮料,气泡水,华东,上海,线上商城,个人用户,11,165.75,0.0,1823.25
ORD20257558,2024-01-05,美妆个护,香氛沐浴露,华北,太原,小程序,个人用户,5,267.54,0.05,1270.82
ORD20268941,2024-01-05,食品饮料,坚果零食礼包,华南,东莞,线上商城,个人用户,10,234.21,0.05,2225.0
ORD20263823,2024-01-05,家居用品,加湿器,华北,石家庄,线上商城,会员用户,3,309.44,0.0,928.32
ORD20251094,2024-01-05,家居用品,实木置物架,华北,太原,APP,企业采购,3,1465.71,0.0,4397.13
ORD20243137,2024-01-05,电子产品,智能手表,华南,东莞,线上商城,企业采购,5,5360.05,0.15,22780.21
ORD20241720,2024-01-05,服装鞋帽,跑步鞋,华中,武汉,APP,个人用户,2,273.63,0.0,547.26
ORD20261292,2024-01-05,母婴玩具,儿童积木,华东,宁波,线上商城,个人用户,3,367.51,0.1,992.28
ORD20244221,2024-01-05,家居用品,北欧落地灯,东北,沈阳,小程序,个人用户,9,1327.47,0.2,9557.78
ORD20269087,2024-01-05,电子产品,无线蓝牙耳机,华东,上海,线下门店,企业采购,2,3739.93,0.2,5983.89
ORD20246210,2024-01-05,服装鞋帽,跑步鞋,华东,杭州,小程序,个人用户,6,408.98,0.1,2208.49
ORD20252527,2024-01-05,电子产品,便携充电宝,华南,深圳,APP,个人用户,4,7646.25,0.1,27526.5
ORD20259860,2024-01-05,母婴玩具,保温奶瓶,华北,石家庄,小程序,个人用户,2,52.69,0.3,73.77
ORD20249028,2024-01-05,办公用品,A4打印纸,华中,武汉,APP,个人用户,3,358.18,0.15,913.36
ORD20265810,2024-01-05,食品饮料,手工巧克力,东北,大连,线上商城,个人用户,2,267.78,0.15,455.23
ORD20245929,2024-01-05,食品饮料,气泡水,华东,南京,APP,企业采购,22,268.08,0.2,4718.21
ORD20261539,2024-01-05,食品饮料,手工巧克力,东北,大连,线上商城,会员用户,15,298.47,0.1,4029.34
ORD20245921,2024-01-05,服装鞋帽,防风外套,西北,兰州,APP,个人用户,3,524.58,0.1,1416.37
ORD20243393,2024-01-05,家居用品,加湿器,华东,杭州,APP,企业采购,5,1503.24,0.0,7516.2
ORD20269578,2024-01-05,电子产品,便携充电宝,华北,天津,小程序,企业采购,4,1885.12,0.1,6786.43
ORD20259384,2024-01-05,食品饮料,气泡水,华东,上海,线下门店,个人用户,1,59.18,0.05,56.22
ORD20259697,2024-01-05,家居用品,实木置物架,华北,北京,线上商城,企业采购,4,398.75,0.0,1595.0
ORD20259703,2024-01-05,电子产品,高清显示器,华东,杭州,线下门店,企业采购,3,1178.69,0.15,3005.66
ORD20243376,2024-01-05,电子产品,高清显示器,华中,武汉,APP,个人用户,3,1302.23,0.0,3906.69
ORD20258241,2024-01-05,服装鞋帽,跑步鞋,西南,重庆,APP,个人用户,7,83.64,0.2,468.38
ORD20260136,2024-01-05,办公用品,A4打印纸,华东,杭州,线上商城,个人用户,8,60.08,0.1,432.58
ORD20268124,2024-01-05,电子产品,无线蓝牙耳机,西南,重庆,APP,个人用户,1,697.35,0.0,697.35
ORD20258228,2024-01-05,办公用品,文件收纳盒,华南,广州,小程序,企业采购,6,186.03,0.0,1116.18
ORD20245901,2024-01-05,办公用品,碎纸机,西北,西安,线上商城,个人用户,3,472.5,0.15,1204.88
ORD20245137,2024-01-05,服装鞋帽,连帽卫衣,西南,贵阳,小程序,会员用户,3,223.08,0.0,669.24
ORD20258165,2024-01-05,服装鞋帽,纯棉T恤,华东,南京,线上商城,个人用户,4,190.52,0.1,685.87
ORD20242446,2024-01-05,电子产品,智能手机,华北,太原,线上商城,个人用户,1,3650.9,0.1,3285.81
ORD20250003,2024-01-05,办公用品,A4打印纸,华东,南京,线上商城,个人用户,13,37.96,0.3,345.44
ORD20244449,2024-01-05,家居用品,陶瓷餐具套装,华南,广州,APP,个人用户,6,800.55,0.15,4082.8
ORD20253074,2024-01-05,家居用品,实木置物架,东北,大连,线上商城,个人用户,3,1238.49,0.0,3715.47
ORD20249892,2024-01-05,母婴玩具,婴儿纸尿裤,华南,广州,线上商城,企业采购,4,445.55,0.0,1782.2
ORD20259578,2024-01-05,服装鞋帽,跑步鞋,华东,上海,线上商城,会员用户,7,719.56,0.05,4785.07
ORD20246631,2024-01-05,运动户外,运动水壶,华南,深圳,线下门店,个人用户,2,463.42,0.05,880.5
ORD20255780,2024-01-05,家居用品,实木置物架,华北,石家庄,线上商城,个人用户,3,1113.16,0.0,3339.48
ORD20264388,2024-01-05,母婴玩具,婴儿纸尿裤,华北,石家庄,线上商城,个人用户,5,53.89,0.2,215.56
ORD20255796,2024-01-05,办公用品,中性笔套装,华南,佛山,线上商城,个人用户,1,68.07,0.0,68.07
ORD20247533,2024-01-05,电子产品,便携充电宝,华东,南京,线下门店,个人用户,2,3592.24,0.15,6106.81
ORD20245004,2024-01-05,服装鞋帽,纯棉T恤,华北,太原,小程序,个人用户,6,873.12,0.1,4714.85
ORD20261610,2024-01-05,运动户外,运动水壶,华南,佛山,线下门店,个人用户,2,1269.6,0.05,2412.24
ORD20260800,2024-01-05,家居用品,加湿器,华东,苏州,APP,个人用户,2,769.05,0.3,1076.67
ORD20248591,2024-01-05,服装鞋帽,防风外套,华南,深圳,APP,个人用户,6,811.06,0.0,4866.36
ORD20260061,2024-01-05,食品饮料,有机牛奶,华北,太原,小程序,会员用户,1,262.0,0.1,235.8
ORD20249045,2024-01-05,家居用品,记忆棉枕头,东北,沈阳,APP,个人用户,5,45.28,0.05,215.08
ORD20267617,2024-01-05,电子产品,智能手机,华中,郑州,APP,会员用户,4,997.41,0.05,3790.16
ORD20248958,2024-01-05,食品饮料,手工巧克力,华东,杭州,APP,个人用户,5,254.36,0.05,1208.21
ORD20265750,2024-01-05,服装鞋帽,修身牛仔裤,华北,北京,小程序,会员用户,3,627.62,0.15,1600.43
ORD20269113,2024-01-05,家居用品,陶瓷餐具套装,华北,石家庄,线下门店,企业采购,4,939.3,0.2,3005.76
ORD20268022,2024-01-05,家居用品,北欧落地灯,华东,南京,小程序,个人用户,3,1570.73,0.0,4712.19
ORD20251492,2024-01-05,家居用品,加湿器,华南,东莞,线上商城,企业采购,4,943.89,0.05,3586.78
ORD20262223,2024-01-05,电子产品,智能手表,华中,长沙,线上商城,个人用户,3,8191.46,0.0,24574.38
ORD20240649,2024-01-05,服装鞋帽,连帽卫衣,华东,上海,线上商城,个人用户,5,493.56,0.15,2097.63
ORD20265739,2024-01-05,家居用品,加湿器,华南,深圳,小程序,个人用户,4,217.28,0.0,869.12
ORD20269734,2024-01-05,家居用品,陶瓷餐具套装,华东,宁波,APP,会员用户,2,221.6,0.05,421.04
ORD20246988,2024-01-05,服装鞋帽,纯棉T恤,东北,哈尔滨,线上商城,企业采购,5,861.58,0.0,4307.9
ORD20244142,2024-01-05,食品饮料,气泡水,东北,哈尔滨,APP,个人用户,14,66.25,0.2,742.0
ORD20244146,2024-01-05,食品饮料,手工巧克力,华中,武汉,APP,会员用户,11,101.28,0.05,1058.38
ORD20243644,2024-01-05,服装鞋帽,修身牛仔裤,华中,长沙,线下门店,个人用户,6,88.96,0.0,533.76
ORD20264665,2024-01-05,服装鞋帽,修身牛仔裤,华南,佛山,线下门店,会员用户,6,588.85,0.15,3003.14
ORD20252793,2024-01-05,家居用品,北欧落地灯,华东,上海,APP,个人用户,5,307.26,0.05,1459.48
ORD20245251,2024-01-05,办公用品,A4打印纸,华东,上海,线上商城,个人用户,4,580.24,0.0,2320.96
ORD20267267,2024-01-05,办公用品,碎纸机,华中,长沙,APP,个人用户,14,47.71,0.2,534.35
ORD20259924,2024-01-05,电子产品,便携充电宝,华南,广州,线上商城,企业采购,2,5147.13,0.3,7205.98
ORD20250487,2024-01-05,电子产品,高清显示器,华东,上海,APP,企业采购,2,208.48,0.0,416.96
ORD20251711,2024-01-05,美妆个护,防晒喷雾,西南,成都,线下门店,个人用户,5,632.73,0.05,3005.47
ORD20249328,2024-01-05,办公用品,A4打印纸,华北,天津,APP,个人用户,6,548.3,0.0,3289.8
ORD20251531,2024-01-05,电子产品,智能手表,华南,深圳,小程序,企业采购,2,4132.73,0.2,6612.37
ORD20240280,2024-01-05,电子产品,智能手机,华北,天津,线上商城,会员用户,3,1176.45,0.15,2999.95
ORD20255218,2024-01-05,运动户外,健身哑铃,华南,广州,小程序,个人用户,4,236.34,0.05,898.09
ORD20251724,2024-01-05,家居用品,实木置物架,华北,北京,APP,会员用户,6,1026.18,0.05,5849.23
ORD20258712,2024-01-06,美妆个护,氨基酸洁面,华东,上海,APP,个人用户,3,689.69,0.0,2069.07
ORD20268322,2024-01-06,食品饮料,挂耳咖啡,西南,成都,APP,个人用户,2,128.12,0.05,243.43
ORD20247350,2024-01-06,运动户外,运动水壶,华北,太原,线上商城,个人用户,2,719.79,0.05,1367.6
ORD20240734,2024-01-06,美妆个护,香氛沐浴露,西南,昆明,小程序,个人用户,2,725.25,0.15,1232.92
ORD20260294,2024-01-06,家居用品,记忆棉枕头,华北,石家庄,线上商城,会员用户,3,789.35,0.15,2012.84
ORD20264363,2024-01-06,电子产品,智能手表,华东,苏州,线上商城,会员用户,5,8816.36,0.2,35265.44
ORD20269259,2024-01-06,运动户外,瑜伽垫,东北,大连,线上商城,个人用户,3,205.47,0.0,616.41
ORD20262623,2024-01-06,服装鞋帽,连帽卫衣,西北,乌鲁木齐,线上商城,企业采购,1,668.57,0.05,635.14
ORD20254310,2024-01-06,办公用品,文件收纳盒,西南,成都,线上商城,会员用户,2,332.1,0.15,564.57
ORD20243635,2024-01-06,服装鞋帽,防风外套,华中,武汉,线上商城,企业采购,1,877.3,0.0,877.3
ORD20253991,2024-01-06,食品饮料,坚果零食礼包,西南,重庆,线上商城,个人用户,8,211.1,0.05,1604.36
ORD20266257,2024-01-06,电子产品,便携充电宝,华东,上海,APP,企业采购,3,2339.43,0.0,7018.29
ORD20241481,2024-01-06,美妆个护,保湿面霜,西南,贵阳,APP,个人用户,4,759.1,0.3,2125.48
ORD20254473,2024-01-06,食品饮料,坚果零食礼包,华南,佛山,线上商城,个人用户,4,256.88,0.1,924.77
ORD20262941,2024-01-06,家居用品,加湿器,华北,天津,APP,个人用户,4,845.83,0.0,3383.32
ORD20260556,2024-01-06,母婴玩具,保温奶瓶,东北,大连,线下门店,个人用户,3,94.79,0.0,284.37
ORD20268415,2024-01-06,服装鞋帽,纯棉T恤,华北,北京,线上商城,个人用户,3,114.86,0.0,344.58
ORD20252073,2024-01-06,食品饮料,手工巧克力,华东,苏州,线上商城,个人用户,2,223.8,0.15,380.46
ORD20240163,2024-01-06,美妆个护,氨基酸洁面,华北,天津,APP,个人用户,2,300.42,0.0,600.84
ORD20267944,2024-01-06,母婴玩具,儿童积木,华中,长沙,线下门店,会员用户,4,238.45,0.3,667.66
ORD20263789,2024-01-06,办公用品,碎纸机,华东,宁波,线上商城,个人用户,7,499.32,0.05,3320.48
ORD20258413,2024-01-06,食品饮料,坚果零食礼包,华东,杭州,线下门店,企业采购,9,79.2,0.0,712.8
ORD20266436,2024-01-06,运动户外,户外帐篷,华东,南京,APP,个人用户,1,247.12,0.05,234.76
